HUE-MEAN,REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,CLASS
-0.57094,18.0,145.0,9,0.0,0.0,0.38888896,0.018518496,0.6111111,0.3740741,3.925926,5.5555553,4.0,2.2222223,4.888889,0.22222222,-5.111111,5.5555553,0.6005291,class1
-0.820403,154.0,120.0,9,0.0,0.0,0.44444442,0.029629596,0.4444445,0.11851845,5.962963,7.7777777,6.7777777,3.3333333,5.4444447,2.4444444,-7.888889,7.7777777,0.5694444,class1
-1.093148,227.0,116.0,9,0.0,0.0,0.38888875,0.15185185,0.22222225,0.07407413,5.4074073,6.5555553,6.7777777,2.8888888,3.4444444,4.111111,-7.5555553,6.888889,0.58002645,class1
-0.84373164,226.0,141.0,9,0.0,0.0,0.4999999,0.4333333,0.7777776,0.38518524,5.4074073,7.0,6.2222223,3.0,4.7777777,2.4444444,-7.2222223,7.0,0.5740741,class1
-0.92460656,120.0,136.0,9,0.0,0.0,0.61111116,0.4185187,1.0000001,0.4444444,6.259259,7.7777777,7.2222223,3.7777777,4.5555553,2.8888888,-7.4444447,8.0,0.52954143,class1
-1.0247301,146.0,124.0,9,0.0,0.0,0.4999999,0.16666664,0.38888875,0.107407376,6.037037,7.4444447,7.3333335,3.3333333,4.2222223,3.8888888,-8.111111,7.6666665,0.56349206,class1
-0.83759844,34.0,128.0,9,0.0,0.0,0.44444442,0.118518494,0.66666657,0.48888892,5.6666665,7.4444447,6.5555553,3.0,5.3333335,2.6666667,-8.0,7.4444447,0.5974427,class1
-1.1910701,138.0,116.0,9,0.0,0.0,0.6111111,0.15185188,0.4444445,0.20740739,6.4814816,7.5555553,8.222222,3.6666667,3.2222223,5.2222223,-8.444445,8.333334,0.5591711,class1
-1.0376626,229.0,124.0,9,0.0,0.0,0.888889,0.074073985,0.8888889,0.3407407,5.888889,7.111111,7.111111,3.4444444,3.6666667,3.6666667,-7.3333335,7.5555553,0.5458554,class1
-1.0996237,22.0,116.0,9,0.0,0.0,0.38888875,0.10740741,0.33333325,0.13333334,5.6296296,6.7777777,7.0,3.1111112,3.4444444,4.111111,-7.5555553,7.3333335,0.57539684,class1
-0.98581076,16.0,128.0,9,0.0,0.0,0.5,0.077777766,0.66666675,0.31111118,5.5555553,6.888889,6.6666665,3.1111112,4.0,3.3333333,-7.3333335,7.111111,0.56150794,class1
-1.1910701,138.0,116.0,9,0.0,0.0,0.6111111,0.15185188,0.4444445,0.20740739,6.4814816,7.5555553,8.222222,3.6666667,3.2222223,5.2222223,-8.444445,8.333334,0.5591711,class1
-1.776113,121.0,60.0,9,0.0,0.0,2.277778,2.329629,2.888889,2.8740742,26.74074,24.666666,35.22222,20.333334,-6.2222223,25.444445,-19.222221,35.22222,0.4223002,class1
-1.9857028,33.0,149.0,9,0.0,0.0,0.5555556,0.25185165,0.72222227,0.15185171,5.4444447,4.111111,8.666667,3.5555556,-4.0,9.666667,-5.6666665,8.666667,0.5783389,class1
-1.5673273,80.0,95.0,9,0.0,0.0,1.2222223,1.0074079,0.944444,0.5518514,21.407408,21.333334,26.666666,16.222223,-0.22222222,15.777778,-15.555555,26.666666,0.39043593,class1
-0.96393055,104.0,136.0,9,0.0,0.0,0.50000006,0.12222223,0.66666657,0.08888887,6.814815,8.333334,8.0,4.111111,4.5555553,3.5555556,-8.111111,8.666667,0.52623457,class1
-0.7526692,77.0,124.0,9,0.0,0.0,0.50000006,0.12222217,0.6111111,0.06296294,5.111111,6.888889,5.6666665,2.7777777,5.3333335,1.6666666,-7.0,6.888889,0.59589946,class1
-1.5856091,121.0,113.0,9,0.0,0.0,1.722222,1.5296303,2.944444,1.5296295,20.25926,20.0,25.444445,15.333333,-0.7777778,15.555555,-14.777778,25.444445,0.39658895,class1
-0.7873758,98.0,135.0,9,0.0,0.0,0.6111112,0.15185179,1.0555556,0.37407392,5.703704,7.4444447,6.4444447,3.2222223,5.2222223,2.2222223,-7.4444447,7.4444447,0.5654762,class1
-1.6233006,142.0,100.0,9,0.0,0.0,0.6666667,0.26666614,1.388889,0.9074066,22.222221,21.777779,28.444445,16.444445,-1.3333334,18.666666,-17.333334,28.444445,0.42199442,class1
-0.60486406,192.0,142.0,9,0.11111111,0.0,0.50000006,0.12222217,1.5000001,0.52222186,4.6666665,6.7777777,4.888889,2.3333335,6.3333335,0.6666667,-7.0,6.7777777,0.662037,class1
-1.2765617,82.0,109.0,9,0.11111111,0.0,0.722223,0.24074084,1.3333336,0.8000008,17.777779,19.222221,21.0,13.111111,4.3333335,9.666667,-14.0,21.0,0.37602362,class1
-1.1806802,121.0,123.0,9,0.0,0.0,1.5555553,2.4740744,0.8888888,1.0962967,6.962963,7.888889,8.444445,4.5555553,2.7777777,4.4444447,-7.2222223,8.444445,0.475,class1
-1.3703691,99.0,107.0,9,0.11111111,0.0,1.5555557,2.0296292,3.3333333,2.2666647,18.62963,19.444445,23.0,13.444445,2.4444444,13.111111,-15.555555,23.11111,0.41378537,class1
-0.8078477,237.0,135.0,9,0.0,0.0,0.5555556,0.20740725,0.66666675,0.35555547,4.148148,5.6666665,4.7777777,2.0,4.5555553,1.8888888,-6.4444447,5.6666665,0.6472222,class1
-0.79691786,151.0,143.0,9,0.0,0.0,0.3888887,0.06296294,0.4999999,0.0333333,5.6666665,7.5555553,6.4444447,3.0,5.6666665,2.3333333,-8.0,7.5555553,0.60119045,class1
-1.386867,23.0,85.0,9,0.0,0.0,1.4444445,1.0518525,1.777778,0.96296287,17.962963,18.88889,21.88889,13.111111,2.7777777,11.777778,-14.555555,21.88889,0.39975148,class1
-1.1766617,37.0,114.0,9,0.33333334,0.0,1.388889,2.0185165,3.8888884,3.7629619,17.222221,19.0,20.11111,12.555555,5.3333335,8.666667,-14.0,20.555555,0.39369074,class1
-0.8060425,182.0,134.0,9,0.0,0.0,0.6111112,0.24074072,0.72222215,0.06296298,5.888889,7.6666665,6.6666665,3.3333333,5.3333335,2.3333333,-7.6666665,7.888889,0.57760143,class1
-0.8621077,18.0,138.0,9,0.0,0.0,0.88888884,0.5629629,0.83333325,0.29999986,5.740741,7.3333335,6.5555553,3.3333333,4.7777777,2.4444444,-7.2222223,7.3333335,0.5438712,class1
-1.6598793,69.0,85.0,9,0.11111111,0.0,3.1111114,8.207409,3.944444,9.440739,21.444445,20.444445,28.11111,15.777778,-3.0,20.0,-17.0,28.11111,0.43740398,class1
-0.9127656,177.0,129.0,9,0.0,0.0,0.44444433,0.25185192,1.111111,0.29629606,6.4074073,8.0,7.4444447,3.7777777,4.7777777,3.1111112,-7.888889,8.222222,0.5418871,class1
-1.4756428,19.0,147.0,9,0.0,0.0,0.22222225,0.0740741,0.4999999,0.077777766,4.148148,3.8888888,6.6666665,1.8888888,-0.7777778,7.5555553,-6.7777777,7.0,0.7132275,class1
-1.8449929,137.0,66.0,9,0.0,0.0,2.611111,3.040741,2.9444444,3.8851848,28.407408,25.333334,38.22222,21.666666,-9.222222,29.444445,-20.222221,38.22222,0.4305578,class1
-1.6255869,88.0,89.0,9,0.0,0.0,0.7777774,0.38518468,3.6666667,4.0444417,22.333334,21.666666,28.444445,16.88889,-2.0,18.333334,-16.333334,28.444445,0.40368655,class1
-1.6368634,88.0,71.0,9,0.11111111,0.11111111,1.4444447,0.785185,4.5,5.677779,22.333334,21.777779,28.555555,16.666668,-1.6666666,18.666666,-17.0,28.555555,0.41629943,class1
-1.5242527,13.0,73.0,9,0.0,0.0,1.3888887,0.72962976,2.611111,3.1296275,19.074074,19.222221,24.11111,13.888889,0.44444445,15.111111,-15.555555,24.11111,0.42150384,class1
-0.85354733,15.0,123.0,9,0.0,0.0,0.44444445,0.11851848,0.4444444,0.118518606,4.5555553,6.0,5.3333335,2.3333335,4.3333335,2.3333333,-6.6666665,6.0,0.6116402,class1
-0.74427164,34.0,137.0,9,0.0,0.0,0.5000002,0.16666673,1.111111,0.47407418,5.851852,7.7777777,6.4444447,3.3333333,5.7777777,1.7777778,-7.5555553,7.7777777,0.57363313,class1
-1.7335443,29.0,66.0,9,0.0,0.0,2.5555553,2.1629624,2.1666667,5.144446,22.62963,21.222221,29.88889,16.777779,-4.2222223,21.777779,-17.555555,29.88889,0.43824613,class1
-0.9442725,29.0,125.0,9,0.0,0.0,0.38888875,0.06296301,0.6666667,0.1777776,5.851852,7.2222223,6.888889,3.4444444,4.111111,3.1111112,-7.2222223,7.3333335,0.5297619,class1
-1.3450956,14.0,110.0,9,0.0,0.0,1.7222224,5.3518505,2.6666667,1.0222229,17.925926,18.88889,21.444445,13.444445,2.8888888,10.555555,-13.444445,21.444445,0.36884832,class1
-1.4770186,95.0,100.0,9,0.11111111,0.0,0.7222223,0.1074075,1.2222217,1.140741,21.074074,21.666666,26.0,15.555555,1.7777778,14.777778,-16.555555,26.0,0.4010419,class1
-1.353896,14.0,117.0,9,0.0,0.0,0.33333325,0.13333334,0.5555556,0.07407414,5.7777777,6.3333335,7.5555553,3.4444444,1.6666666,5.3333335,-7.0,7.5555553,0.5436508,class1
-0.7304648,219.0,134.0,9,0.0,0.0,0.27777788,0.10740747,0.6666667,0.4444444,4.740741,6.4444447,5.2222223,2.5555556,5.111111,1.4444444,-6.5555553,6.4444447,0.6037037,class1
-1.1312037,95.0,109.0,9,0.0,0.0,1.0,0.4888888,1.9444443,2.729629,17.25926,19.222221,20.0,12.555555,5.888889,8.222222,-14.111111,20.444445,0.38499743,class1
-0.8782905,176.0,118.0,9,0.0,0.0,0.38888893,0.15185189,0.7222221,0.19629624,6.0740743,7.6666665,7.0,3.5555556,4.7777777,2.7777777,-7.5555553,7.6666665,0.5376984,class1
-1.3145328,222.0,114.0,9,0.0,0.0,0.27777776,0.06296293,0.44444433,0.074074075,5.4444447,6.111111,7.3333335,2.8888888,2.0,5.6666665,-7.6666665,7.3333335,0.6031746,class1
-1.5576197,38.0,106.0,9,0.0,0.0,2.2222223,2.5185175,2.1111114,3.1407404,20.0,20.0,25.11111,14.888889,0.0,15.333333,-15.333333,25.11111,0.40815476,class1
-1.6754649,40.0,73.0,9,0.11111111,0.0,1.3888893,1.0851853,1.6111116,2.5074077,20.62963,19.777779,26.777779,15.333333,-2.5555556,18.444445,-15.888889,26.777779,0.42697316,class1
-1.5705879,9.0,92.0,9,0.0,0.0,1.3888887,2.4185164,2.4999998,0.87777764,19.074074,18.777779,24.11111,14.333333,-0.8888889,15.111111,-14.222222,24.11111,0.40102458,class1
-1.0247301,146.0,124.0,9,0.0,0.0,0.4999999,0.16666664,0.38888875,0.107407376,6.037037,7.4444447,7.3333335,3.3333333,4.2222223,3.8888888,-8.111111,7.6666665,0.56349206,class1
-1.627145,137.0,94.0,9,0.22222222,0.0,1.666667,0.7999998,3.666667,2.8888905,21.222221,20.666668,27.333334,15.666667,-1.6666666,18.333334,-16.666666,27.333334,0.42781135,class1
-1.1757725,39.0,111.0,9,0.0,0.0,0.72222227,0.37407416,0.8888889,0.4296295,6.037037,7.0,7.6666665,3.4444444,2.8888888,4.888889,-7.7777777,7.888889,0.56291884,class1
-1.7390174,95.0,57.0,9,0.0,0.0,1.8333327,3.4111106,2.1111107,1.7185175,26.296297,24.666666,34.444447,19.777779,-4.888889,24.444445,-19.555555,34.444447,0.42569095,class1
-1.5856091,121.0,113.0,9,0.0,0.0,1.722222,1.5296303,2.944444,1.5296295,20.25926,20.0,25.444445,15.333333,-0.7777778,15.555555,-14.777778,25.444445,0.39658895,class1
-1.6508442,131.0,86.0,9,0.0,0.0,1.3888893,1.2185189,1.6666673,2.5777786,24.296297,23.555555,31.333334,18.0,-2.2222223,21.11111,-18.88889,31.333334,0.42459705,class1
-1.7009131,67.0,61.0,9,0.0,0.0,1.0555557,0.50740737,0.8333333,0.38888904,23.74074,22.666666,30.666666,17.88889,-3.2222223,20.777779,-17.555555,30.666666,0.41575083,class1
-1.7607523,65.0,54.0,9,0.0,0.0,1.777778,1.6740733,2.722222,4.3296285,24.592592,22.777779,32.555557,18.444445,-5.4444447,23.88889,-18.444445,32.555557,0.4321665,class1
-1.6466708,86.0,74.0,9,0.11111111,0.0,1.3333336,1.5555557,0.6666673,0.13333334,22.407408,21.666666,28.88889,16.666668,-2.2222223,19.444445,-17.222221,28.88889,0.42220616,class1
-1.6640084,141.0,89.0,9,0.0,0.0,1.277778,1.4851854,1.6666666,3.6888885,23.88889,23.11111,30.444445,18.11111,-2.3333333,19.666666,-17.333334,30.444445,0.40502182,class1
-1.1695169,78.0,108.0,9,0.0,0.0,0.8333335,0.43333328,1.6111107,1.1740738,17.11111,19.0,19.88889,12.444445,5.6666665,8.333333,-14.0,20.0,0.37883934,class1
-1.7407364,127.0,121.0,9,0.0,0.0,1.6666664,0.8000008,2.0000002,2.4444427,23.11111,21.666666,30.11111,17.555555,-4.3333335,21.0,-16.666666,30.11111,0.4155243,class1
-1.6223308,71.0,90.0,9,0.0,0.0,2.777778,2.0740724,5.111111,3.2740743,22.62963,22.0,29.11111,16.777779,-1.8888888,19.444445,-17.555555,29.11111,0.4204864,class1
-1.650048,22.0,60.0,9,0.0,0.0,0.5,0.30000025,1.2777777,0.7296294,19.925926,19.333334,25.777779,14.666667,-1.7777778,17.555555,-15.777778,25.777779,0.43048432,class1
-1.8461579,101.0,72.0,9,0.0,0.0,2.5000002,4.744444,1.7777777,6.296294,26.481482,23.555555,35.77778,20.11111,-8.777778,27.88889,-19.11111,35.77778,0.4368953,class1
-1.5542339,64.0,74.0,9,0.0,0.0,1.333333,0.5777771,1.3888893,0.9074071,21.148148,21.0,26.88889,15.555555,-0.44444445,17.222221,-16.777779,26.88889,0.41920358,class1
-1.6703143,140.0,116.0,9,0.0,0.0,0.94444495,0.28518537,0.8888893,0.074074045,22.11111,21.333334,28.11111,16.88889,-2.3333333,18.0,-15.666667,28.11111,0.39844838,class1
-1.6232022,26.0,67.0,9,0.11111111,0.0,1.0,0.8888903,2.4444447,3.1851847,20.0,19.555555,25.88889,14.555555,-1.3333334,17.666666,-16.333334,25.88889,0.4369392,class1
-1.8363283,75.0,59.0,9,0.0,0.0,1.0555553,0.7740732,2.944445,2.5518503,25.074074,22.333334,34.333336,18.555555,-8.222222,27.777779,-19.555555,34.333336,0.45942742,class1
-1.1793475,7.0,114.0,9,0.0,0.0,1.1666665,0.78888893,2.1111114,1.2740738,14.518518,16.11111,17.11111,10.333334,4.7777777,7.7777777,-12.555555,17.444445,0.40864444,class1
-1.7836024,4.0,40.0,9,0.0,0.0,1.3333338,2.711112,1.1111115,2.1185184,17.185184,15.666667,23.333334,12.555555,-4.5555553,18.444445,-13.888889,23.333334,0.4630599,class1
-1.4200875,68.0,117.0,9,0.0,0.0,0.44444433,0.20740744,1.611111,2.1518512,19.88889,20.666668,24.11111,14.888889,2.3333333,12.666667,-15.0,24.11111,0.38127685,class1
-1.6697525,134.0,104.0,9,0.0,0.0,2.388889,1.8407409,2.6666663,3.5555563,21.777779,20.88889,28.333334,16.11111,-2.6666667,19.666666,-17.0,28.333334,0.43039906,class1
-1.6743178,145.0,101.0,9,0.11111111,0.0,0.55555534,0.118518576,1.611111,0.5962954,22.444445,21.555555,29.222221,16.555555,-2.6666667,20.333334,-17.666666,29.222221,0.43281928,class1
-1.4470371,8.0,102.0,9,0.0,0.0,1.888889,1.8518513,1.9444443,3.2629614,17.925926,18.555555,21.88889,13.333333,1.8888888,11.888889,-13.777778,21.88889,0.39032918,class1
-1.472378,69.0,81.0,9,0.0,0.0,1.833333,2.2111096,1.8333334,1.0111104,19.851852,20.333334,24.666666,14.555555,1.4444444,14.444445,-15.888889,24.666666,0.41030994,class1
-1.6256685,67.0,64.0,9,0.0,0.0,2.1111107,2.1185186,2.388889,3.440744,22.481482,22.0,28.88889,16.555555,-1.4444444,19.222221,-17.777779,28.88889,0.42692268,class1
-1.759414,42.0,56.0,9,0.0,0.0,1.0555553,0.95185125,1.333333,1.5999998,22.74074,21.11111,30.222221,16.88889,-4.888889,22.444445,-17.555555,30.222221,0.44070765,class1
-1.3021333,11.0,108.0,9,0.0,0.0,1.3333335,0.80000025,1.3888888,0.95185167,17.666666,19.0,21.11111,12.888889,4.0,10.333333,-14.333333,21.11111,0.38875645,class1
-1.6418817,69.0,75.0,9,0.11111111,0.0,2.111111,1.4074076,1.5000004,2.21111,22.74074,22.0,29.333334,16.88889,-2.2222223,19.777779,-17.555555,29.333334,0.4235012,class1
-1.7537255,2.0,44.0,9,0.0,0.0,2.1666672,2.3888876,2.3888896,1.5296285,18.74074,17.333334,25.222221,13.666667,-4.2222223,19.444445,-15.222222,25.222221,0.45768142,class1
-1.8048292,139.0,86.0,9,0.11111111,0.0,1.4444447,1.2740743,1.222222,1.3185184,26.481482,24.222221,35.0,20.222221,-6.7777777,25.555555,-18.777779,35.0,0.4214949,class1
-1.6113652,89.0,89.0,9,0.0,0.0,1.722222,2.9074073,2.9444447,4.862958,21.88889,21.333334,27.777779,16.555555,-1.6666666,17.666666,-16.0,27.777779,0.4004446,class1
-1.7735944,96.0,80.0,9,0.11111111,0.0,1.5555557,4.162963,2.5000002,1.9,26.0,24.0,34.444447,19.555555,-6.0,25.333334,-19.333334,34.444447,0.4324709,class1
-1.937482,89.0,53.0,9,0.0,0.0,2.1111107,1.7185186,2.8333333,3.0111105,27.074074,22.777779,38.333336,20.11111,-12.888889,33.77778,-20.88889,38.333336,0.4747726,class1
-1.3337922,90.0,111.0,9,0.0,0.0,1.6666666,1.4666656,1.333333,1.0222224,18.62963,19.777779,22.222221,13.888889,3.4444444,10.777778,-14.222222,22.222221,0.37431172,class1
-1.6658529,24.0,65.0,9,0.0,0.0,1.2222227,1.7629641,2.333334,2.3555567,20.814816,20.11111,26.777779,15.555555,-2.1111112,17.88889,-15.777778,26.777779,0.41941756,class1
-1.4409626,91.0,115.0,9,0.11111111,0.0,1.7222223,1.4407418,3.888889,2.8296306,19.925926,20.555555,24.11111,15.111111,1.8888888,12.555555,-14.444445,24.11111,0.37532148,class1
-1.6826507,96.0,92.0,9,0.11111111,0.0,3.3333337,2.9777782,1.777778,0.6518514,22.88889,21.777779,29.777779,17.11111,-3.3333333,20.666666,-17.333334,29.777779,0.422223,class1
-1.6539259,147.0,92.0,9,0.0,0.0,1.111111,0.42963067,1.388889,2.240742,23.444445,22.777779,30.0,17.555555,-2.0,19.666666,-17.666666,30.0,0.4143562,class1
-1.680812,42.0,59.0,9,0.0,0.0,1.833333,3.5000002,2.0555553,0.86296284,21.814816,20.777779,28.777779,15.888889,-3.1111112,20.88889,-17.777779,28.777779,0.44514215,class1
-1.4845796,31.0,106.0,9,0.0,0.0,1.6111107,0.7296303,0.7222223,1.1740737,19.11111,19.555555,23.666666,14.111111,1.3333334,13.666667,-15.0,23.666666,0.40322387,class1
-1.5553759,33.0,104.0,9,0.11111111,0.0,1.5555559,0.96296257,3.0555563,5.040743,20.185184,20.222221,24.88889,15.444445,0.11111111,14.111111,-14.222222,24.88889,0.38036656,class1
-1.6067939,76.0,81.0,9,0.11111111,0.0,1.888889,1.6740727,1.3333334,2.3999984,22.703703,22.333334,28.777779,17.0,-1.1111112,18.222221,-17.11111,28.777779,0.40920117,class1
-1.7683556,133.0,67.0,9,0.0,0.0,1.388889,1.3962967,2.1111114,1.2296311,27.148148,25.11111,35.88889,20.444445,-6.111111,26.222221,-20.11111,35.88889,0.42930815,class1
-1.5673273,80.0,95.0,9,0.0,0.0,1.2222223,1.0074079,0.944444,0.5518514,21.407408,21.333334,26.666666,16.222223,-0.22222222,15.777778,-15.555555,26.666666,0.39043593,class1
-1.1319735,75.0,107.0,9,0.11111111,0.0,1.1666665,0.34444454,1.7777777,1.5407407,16.703703,18.777779,19.444445,11.888889,6.2222223,8.222222,-14.444445,19.777779,0.39931142,class1
-1.7287898,123.0,104.0,9,0.0,0.0,2.2777777,2.107407,4.0,2.0000021,21.925926,20.555555,28.666666,16.555555,-4.111111,20.222221,-16.11111,28.666666,0.4213954,class1
-1.7488347,30.0,56.0,9,0.0,0.0,1.5555553,0.4296295,1.4999996,1.2777773,23.703703,22.11111,31.333334,17.666668,-4.7777777,22.88889,-18.11111,31.333334,0.43595982,class1
-1.3578709,89.0,107.0,9,0.11111111,0.0,1.4444445,1.940741,1.8888894,2.740741,18.88889,19.88889,22.88889,13.888889,3.0,12.0,-15.0,23.0,0.39465594,class1
-1.5125551,86.0,88.0,9,0.11111111,0.0,2.055556,1.8851848,1.722222,3.3962944,21.148148,21.444445,26.333334,15.666667,0.8888889,15.555555,-16.444445,26.333334,0.40511805,class1
-1.8884078,141.0,62.0,9,0.0,0.0,1.888889,2.118518,3.3888886,6.3740745,27.37037,23.777779,37.666668,20.666668,-10.777778,30.88889,-20.11111,37.666668,0.4503053,class1
-1.4466414,98.0,104.0,9,0.0,0.0,2.2222223,3.6296306,1.4999999,1.3222224,18.703703,19.222221,23.222221,13.666667,1.5555556,13.555555,-15.111111,23.222221,0.4100093,class1
-1.7711632,23.0,55.0,9,0.0,0.0,2.2222216,3.6740727,1.7777773,0.7851852,23.444445,21.666666,31.11111,17.555555,-5.3333335,23.0,-17.666666,31.11111,0.43507022,class1
-1.8355997,75.0,75.0,9,0.0,0.0,2.8333337,4.6111126,2.2222223,3.718518,25.962963,23.333334,34.77778,19.777779,-7.888889,26.444445,-18.555555,34.77778,0.4296633,class1
-1.7567121,76.0,64.0,9,0.0,0.0,2.2222223,5.4962974,2.8888884,4.3407397,23.62963,21.777779,31.222221,17.88889,-5.5555553,22.777779,-17.222221,31.222221,0.42481935,class1
-1.1628438,25.0,116.0,9,0.0,0.0,0.94444484,0.1518519,4.777777,3.0962973,16.185184,17.0,20.0,11.555555,2.4444444,11.444445,-13.888889,21.222221,0.44718736,class1
-1.6812904,6.0,51.0,9,0.0,0.0,1.6666666,1.9999989,1.611111,2.1074073,19.592592,18.777779,25.666666,14.333333,-2.4444444,18.222221,-15.777778,25.666666,0.44286063,class1
-1.7353698,32.0,45.0,9,0.0,0.0,2.2777777,3.1740727,3.2777777,1.44074,21.925926,20.555555,28.777779,16.444445,-4.111111,20.555555,-16.444445,28.777779,0.42816728,class1
-1.3604367,2.0,98.0,9,0.0,0.0,2.0,0.6666667,1.055555,0.5518528,17.481482,18.333334,20.777779,13.333333,2.5555556,9.888889,-12.444445,20.777779,0.35672373,class1
-1.6679595,70.0,71.0,9,0.11111111,0.0,2.1111119,1.8074061,2.8333333,2.077779,22.777779,21.88889,29.666666,16.777779,-2.6666667,20.666666,-18.0,29.666666,0.43356952,class1
-1.7131336,70.0,60.0,9,0.0,0.0,0.94444466,1.3962969,2.166666,1.3666676,23.777779,22.444445,31.0,17.88889,-4.0,21.666666,-17.666666,31.0,0.420823,class1
-1.6377774,149.0,92.0,9,0.0,0.0,1.2222223,0.5629636,2.3333333,3.822222,23.666666,23.11111,30.333334,17.555555,-1.6666666,20.0,-18.333334,30.333334,0.4209725,class1
-1.6322426,80.0,116.0,9,0.0,0.0,1.5,1.6333328,1.5555557,0.87407404,21.703703,21.222221,27.555555,16.333334,-1.4444444,17.555555,-16.11111,27.555555,0.40736422,class1
-1.5789601,98.0,119.0,9,0.22222222,0.0,1.4444447,0.51851857,2.5555556,5.585183,21.592592,21.333334,27.333334,16.11111,-0.7777778,17.222221,-16.444445,27.333334,0.40821064,class1
-1.7451795,136.0,70.0,9,0.0,0.0,1.0,0.31111133,1.7222223,2.196296,26.037037,24.444445,34.0,19.666668,-4.7777777,23.88889,-19.11111,34.0,0.42128146,class1
-1.7268302,19.0,63.0,9,0.0,0.0,1.2777777,1.5740732,2.1111114,3.096295,20.925926,19.666668,27.777779,15.333333,-3.7777777,20.555555,-16.777779,27.777779,0.44724983,class1
-1.620749,67.0,118.0,9,0.0,0.0,1.111111,0.38518602,2.2777777,4.2851844,21.11111,20.222221,27.333334,15.777778,-2.6666667,18.666666,-16.0,27.333334,0.41688403,class1
-1.6501234,31.0,62.0,9,0.0,0.0,1.8333336,0.83333385,1.8333334,0.9666677,21.185184,20.555555,27.222221,15.777778,-1.8888888,18.11111,-16.222221,27.222221,0.4194691,class1
-1.620451,101.0,80.0,9,0.0,0.0,3.5555553,1.8518513,3.0,3.8666666,24.814816,24.333334,31.555555,18.555555,-1.4444444,20.222221,-18.777779,31.555555,0.4120944,class1
-1.4575915,66.0,101.0,9,0.11111111,0.0,0.7222226,0.32962933,2.2222223,0.6518524,19.037037,19.666668,23.555555,13.888889,1.8888888,13.555555,-15.444445,23.555555,0.41026655,class1
